@RELATION test
@ATTRIBUTE col0 NUMERIC
@ATTRIBUTE col1 NUMERIC
@ATTRIBUTE col2 NUMERIC
@ATTRIBUTE col3 NUMERIC
@ATTRIBUTE col4 NUMERIC
@ATTRIBUTE class {'g','b'}
@DATA
40.0,8.0,38652.0,161053.0,5.0,'g'
36.0,4.0,21595.0,154256.0,0.0,'g'
57.0,21.0,7611.0,190299.0,4.0,'g'
44.0,18.0,29825.0,119302.0,2.0,'g'
27.0,1.0,7674.0,85273.0,5.0,'g'
37.0,14.0,11459.0,76396.0,3.0,'g'
45.0,8.0,23170.0,105319.0,3.0,'g'
36.0,2.0,41233.0,158592.0,4.0,'g'
45.0,7.0,30719.0,191994.0,5.0,'g'
30.0,5.0,17658.0,176587.0,0.0,'g'
34.0,9.0,3967.0,198374.0,3.0,'g'
57.0,23.0,19487.0,81198.0,0.0,'g'
52.0,14.0,20546.0,171220.0,1.0,'g'
33.0,8.0,0.0,114031.0,5.0,'b'
40.0,11.0,25600.0,170667.0,4.0,'g'
32.0,8.0,23496.0,146855.0,1.0,'g'
25.0,0.0,10388.0,74202.0,1.0,'g'
49.0,17.0,10353.0,57522.0,4.0,'g'
58.0,24.0,38283.0,174018.0,4.0,'g'
46.0,16.0,23973.0,133187.0,0.0,'g'
42.0,18.0,33615.0,197736.0,0.0,'g'
38.0,18.0,8698.0,51168.0,3.0,'g'
44.0,24.0,36900.0,194211.0,5.0,'g'
38.0,18.0,18332.0,130944.0,2.0,'g'
50.0,17.0,17580.0,97669.0,2.0,'g'
57.0,28.0,1950.0,65030.0,1.0,'g'
29.0,2.0,12595.0,125952.0,1.0,'g'
34.0,5.0,20056.0,182336.0,1.0,'g'
35.0,3.0,7294.0,81048.0,1.0,'g'
35.0,11.0,12103.0,172904.0,5.0,'g'
53.0,20.0,27194.0,151080.0,4.0,'g'
42.0,11.0,17909.0,61756.0,3.0,'g'
57.0,20.0,49600.0,177146.0,2.0,'g'
54.0,25.0,15273.0,117491.0,5.0,'g'
54.0,22.0,15327.0,170308.0,0.0,'g'
53.0,19.0,1066.0,53328.0,0.0,'g'
50.0,11.0,0.0,167793.0,0.0,'b'
32.0,6.0,40582.0,184465.0,5.0,'g'
57.0,20.0,12398.0,154983.0,0.0,'g'
39.0,11.0,40030.0,181956.0,2.0,'g'
39.0,7.0,15770.0,105138.0,2.0,'g'
56.0,21.0,36795.0,141522.0,2.0,'g'
30.0,0.0,22978.0,143615.0,4.0,'g'
44.0,7.0,0.0,170843.0,5.0,'b'
46.0,18.0,7137.0,54904.0,0.0,'g'
54.0,34.0,44689.0,171884.0,1.0,'g'
48.0,10.0,34891.0,120316.0,2.0,'g'
37.0,14.0,10749.0,82691.0,3.0,'g'
28.0,5.0,10104.0,144347.0,5.0,'g'
58.0,23.0,40195.0,167482.0,4.0,'g'
48.0,14.0,29475.0,184219.0,0.0,'g'
56.0,27.0,31016.0,172315.0,1.0,'g'
44.0,16.0,1129.0,112927.0,3.0,'g'
57.0,36.0,33951.0,178691.0,2.0,'g'
49.0,19.0,12778.0,98294.0,2.0,'g'
34.0,4.0,1826.0,91308.0,4.0,'b'
36.0,4.0,24526.0,87593.0,1.0,'g'
55.0,20.0,19223.0,147872.0,4.0,'g'
42.0,13.0,5591.0,50830.0,0.0,'g'
38.0,7.0,2118.0,70614.0,5.0,'g'
44.0,11.0,17841.0,127439.0,3.0,'g'
41.0,2.0,20849.0,173746.0,3.0,'g'
29.0,2.0,24207.0,161384.0,3.0,'g'
42.0,13.0,21147.0,151052.0,2.0,'g'
42.0,14.0,21451.0,119175.0,0.0,'g'
46.0,8.0,15644.0,111746.0,4.0,'g'
49.0,18.0,13607.0,136076.0,0.0,'g'
40.0,12.0,34721.0,182744.0,5.0,'g'
33.0,12.0,43926.0,151470.0,4.0,'g'
36.0,11.0,21809.0,155785.0,2.0,'g'
31.0,1.0,34292.0,163298.0,5.0,'g'
45.0,25.0,3183.0,106113.0,5.0,'g'
52.0,18.0,13233.0,63017.0,2.0,'g'
35.0,10.0,13681.0,114010.0,5.0,'g'
59.0,24.0,17633.0,83968.0,0.0,'g'
53.0,16.0,6028.0,86119.0,4.0,'g'
36.0,6.0,10244.0,113833.0,0.0,'g'
34.0,11.0,23124.0,177881.0,2.0,'g'
56.0,32.0,14496.0,144968.0,5.0,'g'
49.0,13.0,12107.0,86480.0,0.0,'g'
41.0,4.0,15911.0,58931.0,5.0,'g'
53.0,23.0,12709.0,70609.0,4.0,'g'
50.0,28.0,15556.0,86426.0,1.0,'g'
59.0,25.0,15868.0,132236.0,5.0,'g'
33.0,3.0,35761.0,178806.0,2.0,'g'
26.0,0.0,40729.0,177085.0,0.0,'g'
57.0,21.0,18984.0,146037.0,3.0,'g'
40.0,2.0,14169.0,177117.0,3.0,'g'
55.0,21.0,35650.0,127324.0,1.0,'g'
53.0,22.0,34195.0,142482.0,4.0,'g'
53.0,21.0,14007.0,87544.0,3.0,'g'
41.0,9.0,18454.0,97129.0,4.0,'g'
53.0,22.0,28857.0,151881.0,0.0,'g'
46.0,15.0,44279.0,177119.0,1.0,'g'
47.0,15.0,16994.0,106216.0,3.0,'g'
40.0,1.0,26200.0,131002.0,5.0,'g'
39.0,5.0,18076.0,95138.0,4.0,'g'
56.0,36.0,23940.0,199502.0,0.0,'g'
42.0,19.0,26285.0,187754.0,5.0,'g'
59.0,32.0,9305.0,155089.0,2.0,'g'
48.0,22.0,2893.0,72328.0,0.0,'g'
59.0,22.0,20746.0,86442.0,4.0,'g'
46.0,9.0,6611.0,50857.0,0.0,'g'
56.0,18.0,9804.0,140065.0,1.0,'g'
56.0,18.0,12156.0,110513.0,5.0,'g'
59.0,25.0,8779.0,58529.0,2.0,'g'
56.0,18.0,5344.0,66812.0,4.0,'g'
38.0,8.0,15440.0,128673.0,2.0,'g'
31.0,8.0,50583.0,174425.0,3.0,'g'
50.0,26.0,8302.0,92251.0,2.0,'g'
52.0,28.0,5463.0,182102.0,5.0,'g'
58.0,19.0,16212.0,147384.0,5.0,'g'
34.0,7.0,23475.0,180581.0,1.0,'g'
58.0,31.0,16440.0,60891.0,2.0,'g'
49.0,28.0,56370.0,194381.0,0.0,'g'
30.0,8.0,4076.0,67942.0,5.0,'g'
46.0,7.0,6895.0,114932.0,4.0,'g'
46.0,9.0,36878.0,167628.0,5.0,'g'
46.0,20.0,19026.0,76106.0,0.0,'g'
36.0,13.0,16714.0,66857.0,5.0,'g'
34.0,6.0,35917.0,199544.0,2.0,'g'
30.0,4.0,17047.0,142064.0,5.0,'g'
56.0,23.0,1780.0,89023.0,2.0,'g'
45.0,6.0,17529.0,79680.0,3.0,'g'
52.0,24.0,4863.0,81060.0,0.0,'g'
37.0,9.0,12707.0,181536.0,2.0,'g'
48.0,21.0,21168.0,78402.0,4.0,'g'
30.0,0.0,9388.0,67062.0,1.0,'g'
30.0,0.0,13175.0,73197.0,2.0,'g'
52.0,27.0,2971.0,148550.0,4.0,'g'
49.0,24.0,5741.0,57411.0,5.0,'g'
32.0,3.0,15936.0,106244.0,4.0,'g'
57.0,27.0,26887.0,112030.0,2.0,'g'
34.0,2.0,702.0,70281.0,0.0,'b'
55.0,32.0,27056.0,150314.0,5.0,'g'
56.0,33.0,0.0,117529.0,2.0,'g'
41.0,17.0,14527.0,132067.0,1.0,'g'
39.0,3.0,6775.0,75286.0,3.0,'g'
33.0,8.0,3255.0,108520.0,5.0,'g'
39.0,5.0,19151.0,119695.0,2.0,'g'
26.0,0.0,14548.0,161650.0,5.0,'g'
53.0,24.0,9967.0,199356.0,0.0,'g'
51.0,16.0,25804.0,95573.0,0.0,'g'
32.0,9.0,13646.0,124057.0,0.0,'g'
51.0,25.0,7062.0,64207.0,2.0,'g'
48.0,16.0,31580.0,108898.0,1.0,'g'
48.0,11.0,12727.0,106062.0,2.0,'g'
59.0,27.0,3943.0,56336.0,5.0,'g'
40.0,20.0,20115.0,134103.0,4.0,'g'
59.0,28.0,13564.0,123314.0,2.0,'g'
59.0,30.0,7073.0,50528.0,3.0,'g'
32.0,0.0,15252.0,84734.0,1.0,'g'
43.0,11.0,10708.0,178469.0,3.0,'g'
41.0,2.0,28858.0,192391.0,2.0,'g'
37.0,14.0,7820.0,52134.0,1.0,'g'
31.0,11.0,7813.0,71029.0,1.0,'g'
51.0,18.0,0.0,199415.0,1.0,'g'
26.0,5.0,33369.0,119176.0,0.0,'g'
49.0,22.0,0.0,143411.0,5.0,'g'
58.0,31.0,32369.0,129478.0,2.0,'g'
26.0,4.0,1091.0,109110.0,1.0,'b'
30.0,1.0,35252.0,141011.0,1.0,'g'
41.0,2.0,23556.0,87247.0,4.0,'g'
36.0,8.0,5450.0,181677.0,0.0,'g'
50.0,17.0,5208.0,173611.0,0.0,'g'
31.0,6.0,15276.0,84872.0,5.0,'g'
44.0,13.0,17432.0,158481.0,1.0,'g'
36.0,5.0,24211.0,161413.0,2.0,'g'
58.0,28.0,13502.0,71066.0,5.0,'g'
51.0,23.0,4217.0,140580.0,4.0,'g'
51.0,26.0,9618.0,53436.0,2.0,'g'
36.0,2.0,30945.0,119020.0,1.0,'g'
46.0,16.0,30703.0,127933.0,5.0,'g'
35.0,13.0,3743.0,187164.0,3.0,'g'
59.0,33.0,33854.0,147193.0,2.0,'g'
51.0,18.0,19573.0,122333.0,4.0,'g'
47.0,20.0,36990.0,132109.0,3.0,'g'
35.0,4.0,20011.0,87005.0,2.0,'g'
53.0,28.0,2371.0,79037.0,1.0,'g'
44.0,17.0,19886.0,110481.0,5.0,'g'
50.0,16.0,27090.0,123139.0,4.0,'g'
37.0,16.0,15394.0,59210.0,2.0,'g'
36.0,16.0,6967.0,63342.0,5.0,'g'
57.0,37.0,9991.0,166531.0,0.0,'g'
57.0,24.0,13821.0,98725.0,0.0,'g'
55.0,19.0,2299.0,114953.0,3.0,'g'
51.0,25.0,22020.0,81556.0,2.0,'g'
50.0,24.0,16292.0,65170.0,4.0,'g'
56.0,23.0,1105.0,55282.0,2.0,'g'
42.0,21.0,33509.0,197112.0,0.0,'g'
48.0,13.0,19400.0,129334.0,4.0,'g'
56.0,26.0,26000.0,104000.0,5.0,'g'
39.0,19.0,13492.0,192757.0,1.0,'g'
34.0,2.0,11841.0,84581.0,0.0,'g'
59.0,26.0,37651.0,156881.0,0.0,'g'
57.0,31.0,47761.0,183698.0,5.0,'g'
52.0,20.0,16588.0,103681.0,4.0,'g'
47.0,21.0,13776.0,81040.0,3.0,'g'
39.0,9.0,8103.0,57885.0,1.0,'g'
42.0,6.0,21097.0,124105.0,2.0,'g'
58.0,28.0,22196.0,82209.0,3.0,'g'
21.0,0.0,12207.0,58130.0,2.0,'g'
48.0,28.0,16552.0,78820.0,1.0,'g'
51.0,14.0,7800.0,195020.0,2.0,'g'
51.0,30.0,17177.0,171776.0,5.0,'g'
50.0,22.0,1308.0,65424.0,5.0,'g'
33.0,7.0,12448.0,62243.0,2.0,'g'
51.0,12.0,24067.0,133706.0,4.0,'g'
38.0,10.0,43339.0,154783.0,1.0,'g'
38.0,4.0,39085.0,139591.0,2.0,'g'
57.0,19.0,32015.0,145525.0,0.0,'g'
40.0,3.0,16728.0,88044.0,4.0,'g'
37.0,12.0,12030.0,63321.0,5.0,'g'
38.0,14.0,13440.0,64003.0,0.0,'g'
46.0,26.0,18275.0,166140.0,0.0,'g'
58.0,30.0,8667.0,108348.0,3.0,'g'
59.0,35.0,13060.0,81630.0,2.0,'g'
41.0,17.0,12931.0,184734.0,0.0,'g'
54.0,31.0,8517.0,121681.0,0.0,'g'
47.0,17.0,19418.0,149371.0,4.0,'g'
43.0,8.0,3748.0,187440.0,4.0,'g'
32.0,12.0,29803.0,175316.0,2.0,'g'
25.0,0.0,12492.0,83282.0,1.0,'g'
32.0,6.0,11967.0,59836.0,2.0,'g'
31.0,0.0,15047.0,125397.0,5.0,'g'
30.0,4.0,21073.0,105367.0,5.0,'g'
51.0,25.0,37889.0,140330.0,1.0,'g'
56.0,20.0,37996.0,158320.0,3.0,'g'
47.0,14.0,11577.0,64320.0,2.0,'g'
52.0,29.0,8116.0,101451.0,3.0,'g'
40.0,4.0,11734.0,65192.0,4.0,'g'
49.0,14.0,1853.0,92697.0,1.0,'g'
49.0,20.0,1036.0,103659.0,0.0,'g'
38.0,18.0,3845.0,76908.0,5.0,'g'
49.0,25.0,1666.0,83320.0,4.0,'g'
48.0,23.0,7363.0,147273.0,1.0,'g'
38.0,17.0,18111.0,129371.0,3.0,'g'
30.0,10.0,9286.0,54626.0,4.0,'g'
48.0,26.0,17139.0,100821.0,4.0,'g'
35.0,12.0,43566.0,161358.0,2.0,'g'
30.0,1.0,11759.0,130664.0,4.0,'g'
43.0,4.0,25607.0,196980.0,1.0,'g'
51.0,30.0,9678.0,96781.0,4.0,'g'
31.0,8.0,19811.0,73375.0,5.0,'g'
46.0,18.0,15697.0,74751.0,3.0,'g'
49.0,13.0,20299.0,75184.0,0.0,'g'
25.0,2.0,14982.0,68104.0,2.0,'g'
51.0,14.0,14224.0,142245.0,2.0,'g'
50.0,16.0,2023.0,101162.0,0.0,'g'
57.0,25.0,11354.0,141927.0,3.0,'g'
46.0,11.0,19318.0,137991.0,1.0,'g'
34.0,1.0,30024.0,111203.0,1.0,'g'
48.0,20.0,11531.0,72074.0,3.0,'g'
51.0,15.0,18902.0,118143.0,3.0,'g'
55.0,26.0,9369.0,93693.0,1.0,'g'
43.0,7.0,32516.0,125065.0,5.0,'g'
56.0,24.0,9394.0,156577.0,3.0,'g'
53.0,22.0,28443.0,142217.0,3.0,'g'
32.0,8.0,17652.0,70610.0,2.0,'g'
43.0,8.0,42587.0,157731.0,3.0,'g'
59.0,39.0,21880.0,168315.0,3.0,'g'
44.0,9.0,15533.0,67535.0,5.0,'g'
53.0,28.0,9187.0,76562.0,5.0,'g'
45.0,11.0,0.0,70019.0,3.0,'b'
35.0,7.0,14697.0,113060.0,4.0,'g'
56.0,33.0,29623.0,174256.0,1.0,'g'
54.0,17.0,6299.0,52494.0,2.0,'g'
37.0,0.0,16210.0,57895.0,3.0,'g'
50.0,18.0,6073.0,67483.0,5.0,'g'
55.0,29.0,44137.0,157635.0,0.0,'g'
50.0,14.0,1105.0,110583.0,1.0,'g'
34.0,0.0,7328.0,146571.0,0.0,'g'
53.0,18.0,7391.0,82125.0,3.0,'g'
53.0,31.0,25660.0,135054.0,5.0,'g'
38.0,6.0,11706.0,195106.0,5.0,'g'
42.0,19.0,7348.0,81645.0,0.0,'g'
53.0,19.0,38320.0,174184.0,4.0,'g'
42.0,22.0,2520.0,84005.0,5.0,'g'
51.0,18.0,13790.0,91936.0,1.0,'g'
57.0,20.0,1462.0,146274.0,0.0,'g'
38.0,7.0,30865.0,128607.0,0.0,'g'
55.0,20.0,4673.0,51923.0,2.0,'g'
49.0,13.0,30143.0,107654.0,0.0,'g'
40.0,18.0,19934.0,110747.0,2.0,'g'
44.0,22.0,44701.0,171929.0,3.0,'g'
58.0,31.0,15980.0,61465.0,0.0,'g'
43.0,7.0,19479.0,77919.0,1.0,'g'
53.0,24.0,3615.0,180763.0,5.0,'g'
48.0,12.0,17131.0,63450.0,0.0,'g'
39.0,17.0,3573.0,119115.0,0.0,'g'
41.0,7.0,8987.0,99864.0,3.0,'g'
47.0,18.0,5037.0,125936.0,4.0,'g'
48.0,22.0,39848.0,153265.0,5.0,'g'
43.0,11.0,5341.0,59346.0,0.0,'g'
36.0,3.0,9140.0,76168.0,3.0,'g'
47.0,25.0,6117.0,76469.0,5.0,'g'
37.0,3.0,2698.0,67454.0,0.0,'g'
57.0,29.0,37669.0,134534.0,5.0,'g'
42.0,13.0,4613.0,115346.0,3.0,'g'
35.0,4.0,14673.0,91711.0,3.0,'g'
35.0,9.0,42354.0,162903.0,5.0,'g'
52.0,17.0,51013.0,175909.0,1.0,'g'
30.0,0.0,28077.0,116990.0,0.0,'g'
56.0,18.0,48131.0,171898.0,3.0,'g'
25.0,3.0,33239.0,166197.0,3.0,'g'
59.0,38.0,1495.0,149533.0,4.0,'g'
26.0,2.0,37443.0,144013.0,1.0,'g'
24.0,3.0,6232.0,69245.0,4.0,'g'
33.0,4.0,38046.0,181174.0,4.0,'g'
52.0,14.0,12777.0,98290.0,5.0,'g'
44.0,6.0,9590.0,56414.0,0.0,'g'
54.0,31.0,31924.0,187791.0,5.0,'g'
44.0,9.0,10563.0,58687.0,2.0,'g'
51.0,22.0,34962.0,139850.0,5.0,'g'
54.0,16.0,23111.0,105053.0,1.0,'g'
44.0,14.0,22833.0,120174.0,2.0,'g'
32.0,9.0,5428.0,54284.0,5.0,'g'
39.0,3.0,11070.0,65123.0,3.0,'g'
36.0,15.0,8724.0,174486.0,5.0,'g'
38.0,4.0,48925.0,181207.0,3.0,'g'
28.0,0.0,29750.0,198337.0,3.0,'g'
36.0,2.0,10038.0,143407.0,3.0,'g'
51.0,31.0,9800.0,57650.0,3.0,'g'
27.0,6.0,5897.0,117959.0,2.0,'g'
37.0,16.0,10780.0,119787.0,2.0,'g'
52.0,28.0,18426.0,87744.0,5.0,'g'
58.0,30.0,5476.0,60852.0,4.0,'g'
38.0,12.0,16856.0,70234.0,0.0,'g'
30.0,0.0,5053.0,126341.0,0.0,'g'
40.0,7.0,15725.0,157254.0,2.0,'g'
48.0,10.0,0.0,194244.0,1.0,'b'
44.0,12.0,56850.0,196035.0,3.0,'g'
48.0,17.0,26084.0,113413.0,2.0,'g'
38.0,1.0,3641.0,121390.0,3.0,'g'
57.0,23.0,18563.0,116019.0,1.0,'g'
42.0,7.0,4907.0,163579.0,4.0,'g'
50.0,20.0,19622.0,178387.0,0.0,'g'
51.0,16.0,3399.0,169957.0,0.0,'g'
42.0,7.0,17027.0,74034.0,2.0,'g'
48.0,10.0,2409.0,120478.0,2.0,'g'
46.0,15.0,0.0,144041.0,3.0,'g'
34.0,3.0,0.0,145308.0,2.0,'b'
24.0,1.0,5382.0,179432.0,5.0,'g'
59.0,34.0,17568.0,125492.0,0.0,'g'
42.0,21.0,0.0,151216.0,5.0,'g'
48.0,10.0,27780.0,120783.0,4.0,'g'
48.0,9.0,25035.0,147269.0,5.0,'g'
54.0,27.0,4595.0,153191.0,2.0,'g'
37.0,6.0,14855.0,82529.0,5.0,'g'
40.0,18.0,0.0,76646.0,0.0,'g'
43.0,6.0,10399.0,115549.0,5.0,'g'
31.0,4.0,17301.0,115342.0,4.0,'g'
30.0,4.0,671.0,67113.0,1.0,'b'
57.0,26.0,15533.0,77669.0,5.0,'g'
45.0,6.0,28370.0,166888.0,3.0,'g'
59.0,28.0,12637.0,180537.0,2.0,'g'
39.0,4.0,7704.0,85604.0,5.0,'g'
37.0,4.0,15017.0,125149.0,5.0,'g'
46.0,14.0,38588.0,192941.0,2.0,'g'
53.0,29.0,4531.0,113282.0,4.0,'g'
28.0,8.0,29795.0,135433.0,2.0,'g'
35.0,13.0,44200.0,170003.0,4.0,'g'
54.0,17.0,8020.0,57291.0,1.0,'g'
34.0,4.0,5019.0,167311.0,4.0,'g'
41.0,20.0,8066.0,100833.0,3.0,'g'
45.0,10.0,8572.0,95255.0,5.0,'g'
31.0,7.0,16718.0,66873.0,2.0,'g'
48.0,9.0,8774.0,175499.0,3.0,'g'
58.0,38.0,8662.0,57749.0,5.0,'g'
45.0,7.0,18080.0,66963.0,1.0,'g'
54.0,34.0,7267.0,103821.0,0.0,'g'
25.0,2.0,37734.0,150937.0,4.0,'g'
50.0,16.0,8313.0,166276.0,2.0,'g'
53.0,30.0,8436.0,120524.0,4.0,'g'
54.0,19.0,786.0,78671.0,3.0,'g'
38.0,13.0,31815.0,159078.0,4.0,'g'
45.0,23.0,23594.0,157295.0,5.0,'g'
49.0,27.0,39782.0,147341.0,0.0,'g'
47.0,26.0,0.0,50392.0,5.0,'g'
47.0,10.0,9241.0,132021.0,0.0,'g'
59.0,29.0,14216.0,94774.0,2.0,'g'
47.0,21.0,38467.0,183178.0,0.0,'g'
42.0,14.0,5725.0,143128.0,4.0,'g'
51.0,18.0,30279.0,112147.0,2.0,'g'
42.0,13.0,19788.0,116402.0,4.0,'g'
44.0,8.0,9480.0,94805.0,4.0,'g'
41.0,3.0,7131.0,178294.0,2.0,'g'
50.0,28.0,6365.0,53044.0,1.0,'g'
41.0,19.0,5006.0,50061.0,3.0,'g'
51.0,31.0,12023.0,150293.0,5.0,'g'
34.0,0.0,12836.0,183385.0,2.0,'g'
52.0,22.0,14600.0,60834.0,4.0,'g'
32.0,9.0,9188.0,153139.0,1.0,'g'
54.0,18.0,0.0,169893.0,5.0,'g'
58.0,35.0,22395.0,101796.0,3.0,'g'
37.0,8.0,38105.0,190526.0,1.0,'g'
55.0,19.0,7556.0,107953.0,2.0,'g'
38.0,9.0,16949.0,188324.0,5.0,'g'
47.0,17.0,37550.0,197634.0,0.0,'g'
52.0,13.0,6642.0,73809.0,2.0,'g'
37.0,5.0,15530.0,155301.0,0.0,'g'
46.0,10.0,3963.0,66063.0,0.0,'g'
23.0,2.0,8307.0,63900.0,1.0,'g'
56.0,21.0,23844.0,158965.0,4.0,'g'
52.0,14.0,14764.0,77708.0,3.0,'g'
30.0,3.0,3119.0,103974.0,2.0,'g'
27.0,0.0,12959.0,61710.0,1.0,'g'
58.0,24.0,21559.0,179666.0,2.0,'g'
34.0,1.0,37703.0,188516.0,1.0,'g'
51.0,23.0,8466.0,94077.0,4.0,'g'
41.0,20.0,13988.0,107602.0,1.0,'g'
54.0,21.0,19323.0,84017.0,0.0,'g'
30.0,4.0,23922.0,82493.0,3.0,'g'
51.0,29.0,8863.0,177267.0,3.0,'g'
36.0,9.0,15983.0,159839.0,2.0,'g'
56.0,17.0,33983.0,121369.0,3.0,'g'
37.0,16.0,13314.0,190200.0,0.0,'g'
47.0,20.0,24219.0,93151.0,4.0,'g'
56.0,27.0,28997.0,103563.0,4.0,'g'
45.0,17.0,13060.0,76828.0,1.0,'g'
28.0,5.0,33529.0,167645.0,5.0,'g'
58.0,36.0,48199.0,172140.0,3.0,'g'
53.0,16.0,1827.0,60911.0,1.0,'g'
53.0,19.0,26645.0,115852.0,4.0,'g'
49.0,27.0,0.0,197357.0,2.0,'g'
45.0,12.0,4764.0,59553.0,1.0,'g'
41.0,6.0,3491.0,87275.0,0.0,'g'
54.0,26.0,23945.0,199549.0,1.0,'g'
47.0,13.0,46816.0,167203.0,3.0,'g'
51.0,16.0,31924.0,152022.0,4.0,'g'
50.0,20.0,37862.0,189312.0,2.0,'g'
56.0,27.0,12290.0,76813.0,3.0,'g'
39.0,3.0,6250.0,156256.0,5.0,'g'
38.0,12.0,21845.0,84020.0,0.0,'g'
52.0,25.0,14131.0,83128.0,5.0,'g'
44.0,12.0,21104.0,175867.0,3.0,'g'
44.0,7.0,37698.0,150794.0,3.0,'g'
43.0,23.0,54571.0,188178.0,1.0,'g'
59.0,28.0,14740.0,56696.0,4.0,'g'
44.0,5.0,0.0,128177.0,3.0,'b'
51.0,31.0,26551.0,147506.0,5.0,'g'
40.0,3.0,12846.0,160579.0,5.0,'g'
57.0,25.0,43764.0,162091.0,0.0,'g'
34.0,2.0,28977.0,125987.0,2.0,'g'
48.0,12.0,4778.0,59731.0,3.0,'g'
52.0,16.0,27573.0,106052.0,4.0,'g'
41.0,17.0,16881.0,84408.0,5.0,'g'
30.0,4.0,14000.0,127280.0,4.0,'g'
50.0,13.0,34509.0,172548.0,1.0,'g'
46.0,21.0,19780.0,131868.0,0.0,'g'
28.0,1.0,13439.0,134398.0,0.0,'g'
32.0,3.0,1528.0,152807.0,1.0,'b'
34.0,8.0,1919.0,191980.0,3.0,'g'
50.0,12.0,5832.0,53025.0,5.0,'g'
32.0,9.0,16147.0,89706.0,5.0,'g'
48.0,19.0,43942.0,156936.0,1.0,'g'
53.0,18.0,14066.0,56265.0,0.0,'g'
56.0,17.0,29718.0,141516.0,0.0,'g'
58.0,21.0,36351.0,165232.0,3.0,'g'
53.0,26.0,8968.0,52753.0,3.0,'g'
33.0,4.0,43593.0,155692.0,0.0,'g'
41.0,16.0,1606.0,160694.0,2.0,'g'
35.0,6.0,43038.0,172152.0,1.0,'g'
40.0,8.0,23937.0,132987.0,5.0,'g'
37.0,2.0,3682.0,52605.0,1.0,'g'
54.0,28.0,3479.0,86999.0,5.0,'g'
53.0,29.0,3342.0,83557.0,4.0,'g'
31.0,5.0,14924.0,106605.0,4.0,'g'
47.0,9.0,6120.0,68005.0,3.0,'g'
57.0,24.0,23504.0,156697.0,4.0,'g'
46.0,11.0,31428.0,174601.0,4.0,'g'
53.0,22.0,3334.0,111162.0,1.0,'g'
41.0,8.0,32944.0,183025.0,1.0,'g'
52.0,21.0,14098.0,100702.0,5.0,'g'
44.0,9.0,5336.0,59292.0,4.0,'g'
21.0,1.0,13849.0,125907.0,0.0,'g'
54.0,16.0,10750.0,153580.0,1.0,'g'
24.0,1.0,42006.0,161563.0,5.0,'g'
40.0,13.0,22303.0,111517.0,2.0,'g'
46.0,13.0,14888.0,87577.0,0.0,'g'
58.0,19.0,21145.0,100694.0,2.0,'g'
41.0,16.0,12300.0,175716.0,3.0,'g'
33.0,0.0,29957.0,166429.0,1.0,'g'
45.0,22.0,39235.0,163482.0,0.0,'g'
43.0,9.0,6659.0,110995.0,4.0,'g'
41.0,13.0,20522.0,171021.0,4.0,'g'
41.0,4.0,5267.0,175568.0,3.0,'g'
40.0,10.0,38347.0,132232.0,5.0,'g'
52.0,28.0,22504.0,140652.0,4.0,'g'
43.0,5.0,20618.0,158606.0,5.0,'g'
29.0,9.0,16842.0,93567.0,5.0,'g'
39.0,9.0,16674.0,64131.0,2.0,'g'
40.0,6.0,12286.0,87759.0,5.0,'g'
59.0,24.0,48331.0,172613.0,0.0,'g'
51.0,12.0,30064.0,167025.0,0.0,'g'
40.0,9.0,14935.0,78607.0,2.0,'g'
54.0,34.0,35488.0,168991.0,4.0,'g'
28.0,8.0,22657.0,94405.0,4.0,'g'
32.0,8.0,24232.0,151456.0,1.0,'g'
50.0,27.0,6097.0,152429.0,1.0,'g'
43.0,12.0,21529.0,195723.0,5.0,'g'
33.0,3.0,2282.0,76086.0,0.0,'g'
44.0,12.0,15357.0,59069.0,3.0,'g'
44.0,9.0,53860.0,199482.0,3.0,'g'
47.0,24.0,13659.0,136596.0,5.0,'g'
50.0,18.0,17454.0,67134.0,2.0,'g'
35.0,4.0,41636.0,143575.0,1.0,'g'
38.0,16.0,30513.0,122055.0,1.0,'g'
42.0,5.0,25926.0,185186.0,5.0,'g'
53.0,14.0,21083.0,117132.0,1.0,'g'
44.0,24.0,36142.0,124631.0,4.0,'g'
57.0,33.0,13340.0,74115.0,1.0,'g'
36.0,7.0,27743.0,138716.0,5.0,'g'
38.0,9.0,21047.0,116929.0,4.0,'g'
41.0,19.0,53448.0,190889.0,4.0,'g'
51.0,24.0,0.0,81655.0,3.0,'g'
54.0,33.0,6601.0,73354.0,2.0,'g'
27.0,2.0,12836.0,80231.0,3.0,'g'
37.0,5.0,3682.0,92065.0,5.0,'g'
50.0,11.0,10404.0,52021.0,2.0,'g'
23.0,3.0,10508.0,55308.0,1.0,'g'
51.0,16.0,14698.0,86464.0,0.0,'g'
37.0,3.0,31593.0,157965.0,1.0,'g'
46.0,23.0,33525.0,134103.0,3.0,'g'
40.0,1.0,3466.0,86658.0,2.0,'g'
57.0,19.0,13834.0,172936.0,1.0,'g'
42.0,14.0,22668.0,90675.0,1.0,'g'
38.0,7.0,17377.0,66838.0,1.0,'g'
48.0,17.0,24943.0,95938.0,3.0,'g'
23.0,2.0,6768.0,61528.0,1.0,'g'
59.0,37.0,5316.0,106333.0,3.0,'g'
35.0,1.0,11557.0,115570.0,4.0,'g'
51.0,23.0,11980.0,52089.0,5.0,'g'
57.0,18.0,11998.0,59994.0,4.0,'g'
